Protocol,Packet Length,Source MAC,Destination MAC,Source IP,Destination IP,Ethernet Type,Device Category
ARP,42,6c:5a:b0:e6:03:cd,ff:ff:ff:ff:ff:ff,Unknown,Unknown,0x0806,Smart Home
TLS,251,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,54.158.194.4,0x0800,Smart Home
TCP,54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,54.158.194.4,10.0.5.86,0x0800,Computer
TLS,283,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,54.158.194.4,10.0.5.86,0x0800,Computer
DNS,81,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,10.0.5.1,0x0800,Smart Home
DNS,209,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,10.0.5.1,10.0.5.86,0x0800,Computer
TCP,58,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TCP,58,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TCP,54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TLS,216,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TCP,54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TLS,1514,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TCP,1514,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TCP,54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TCP,54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TCP,54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TCP,1514,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TLS,904,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TCP,54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TCP,54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TCP,54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,54.158.194.4,0x0800,Smart Home
TCP,283,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,54.158.194.4,10.0.5.86,0x0800,Computer
TLS,321,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TCP,54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,54.158.194.4,0x0800,Smart Home
TCP,54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TLS,145,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TCP,54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TLS,265,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TLS,347,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TCP,54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TLS,651,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TCP,54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TLS,1514,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TCP,54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TLS,1132,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TCP,54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
ARP,42,6c:5a:b0:e6:03:cd,ff:ff:ff:ff:ff:ff,Unknown,Unknown,0x0806,Smart Home
TLS,977,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TLS,283,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,54.158.194.4,10.0.5.86,0x0800,Computer
TLS,1147,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,54.158.194.4,0x0800,Smart Home
TCP,54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,54.158.194.4,10.0.5.86,0x0800,Computer
TLS,347,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,54.158.194.4,0x0800,Smart Home
TCP,54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,54.158.194.4,10.0.5.86,0x0800,Computer
TLS,1488,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
ARP,42,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,Unknown,Unknown,0x0806,Computer
ARP,42,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,Unknown,Unknown,0x0806,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TLS,1014,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TLS,315,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,54.158.194.4,10.0.5.86,0x0800,Computer
ICMPV6,70,36:cd:80:d9:58:3d,33:33:00:00:00:02,Unknown,Unknown,0x86dd,Smart Home
TLS,347,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,54.158.194.4,0x0800,Smart Home
TCP,54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,54.158.194.4,10.0.5.86,0x0800,Computer
TLS,468,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TLS,1008,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TLS,315,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,54.158.194.4,10.0.5.86,0x0800,Computer
TCP,54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,54.158.194.4,0x0800,Smart Home
TLS,267,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,54.158.194.4,0x0800,Smart Home
TCP,54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,54.158.194.4,10.0.5.86,0x0800,Computer
TLS,376,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TLS,1165,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TLS,459,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,54.158.194.4,10.0.5.86,0x0800,Computer
TLS,363,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,54.158.194.4,0x0800,Smart Home
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TCP,54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,54.158.194.4,10.0.5.86,0x0800,Computer
TLS,474,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TLS,347,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TCP,54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TLS,1323,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TCP,54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TLS,1307,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TLS,123,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TCP,54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TCP,54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TLS,1167,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TLS,475,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,54.158.194.4,10.0.5.86,0x0800,Computer
TLS,363,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,54.158.194.4,0x0800,Smart Home
TCP,54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,54.158.194.4,10.0.5.86,0x0800,Computer
TLS,476,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TLS,347,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TCP,54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TLS,1323,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TCP,54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TLS,1307,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TLS,123,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TCP,54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TLS,1167,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TLS,475,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,54.158.194.4,10.0.5.86,0x0800,Computer
TLS,363,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,54.158.194.4,0x0800,Smart Home
TCP,54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,54.158.194.4,10.0.5.86,0x0800,Computer
TLS,476,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TLS,347,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TCP,54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TLS,1323,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TCP,54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TLS,1307,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TLS,123,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TCP,54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TCP,54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
TLS,591,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TLS,589,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TLS,816,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TLS,589,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TLS,1514,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TLS,1454,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TLS,1468,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,44.209.20.155,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
_WS.MALFORMED,46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,10.0.5.220,224.0.0.251,0x0800,Smart Home
TPLINK-SMARTHOME,189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
TLS,1032,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,44.209.20.155,0x0800,Smart Home
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,44.209.20.155,10.0.5.220,0x0800,Computer
TLS,302,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TLS,302,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TLS,390,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TLS,332,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TLS,599,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TLS,612,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TLS,600,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TLS,753,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,44.209.20.155,10.0.5.220,0x0800,Computer
TLS,100,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,44.209.20.155,10.0.5.220,0x0800,Computer
TLS,596,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,44.209.20.155,0x0800,Smart Home
TLS,1049,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TLS,302,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TLS,275,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TLS,481,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
ARP,42,6c:5a:b0:e6:03:cd,ff:ff:ff:ff:ff:ff,Unknown,Unknown,0x0806,Smart Home
TLS,1117,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,44.209.20.155,10.0.5.220,0x0800,Computer
TLS,100,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,44.209.20.155,10.0.5.220,0x0800,Computer
ARP,42,6c:5a:b0:e6:03:cd,ff:ff:ff:ff:ff:ff,Unknown,Unknown,0x0806,Smart Home
ARP,42,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,Unknown,Unknown,0x0806,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,44.209.20.155,0x0800,Smart Home
TPLINK-SMARTHOME,1484,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,10.0.5.86,10.0.5.220,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
TLS,235,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,54.158.194.4,10.0.5.86,0x0800,Computer
TLS,251,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,54.158.194.4,0x0800,Smart Home
TCP,54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,54.158.194.4,10.0.5.86,0x0800,Computer
TLS,261,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
_WS.MALFORMED,46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,10.0.5.220,224.0.0.251,0x0800,Smart Home
TPLINK-SMARTHOME,189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
TPLINK-SMARTHOME,1484,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,10.0.5.86,10.0.5.220,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
_WS.MALFORMED,46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,10.0.5.220,224.0.0.251,0x0800,Smart Home
TPLINK-SMARTHOME,189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
TPLINK-SMARTHOME,1484,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,10.0.5.86,10.0.5.220,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
ARP,42,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,Unknown,Unknown,0x0806,Computer
ARP,42,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,Unknown,Unknown,0x0806,Smart Home
TLS,816,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
_WS.MALFORMED,46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,10.0.5.220,224.0.0.251,0x0800,Smart Home
TPLINK-SMARTHOME,189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TLS,1049,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TPLINK-SMARTHOME,1484,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,10.0.5.86,10.0.5.220,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
_WS.MALFORMED,46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,10.0.5.220,224.0.0.251,0x0800,Smart Home
TPLINK-SMARTHOME,189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
TPLINK-SMARTHOME,1484,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,10.0.5.86,10.0.5.220,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
_WS.MALFORMED,46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,10.0.5.220,224.0.0.251,0x0800,Smart Home
TPLINK-SMARTHOME,189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
TPLINK-SMARTHOME,1484,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,10.0.5.86,10.0.5.220,0x0800,Smart Home
TLS,816,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TPLINK-SMARTHOME,189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
_WS.MALFORMED,46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,10.0.5.220,224.0.0.251,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TPLINK-SMARTHOME,1484,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,10.0.5.86,10.0.5.220,0x0800,Smart Home
TLS,1049,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
_WS.MALFORMED,46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,10.0.5.220,224.0.0.251,0x0800,Smart Home
TPLINK-SMARTHOME,189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
TPLINK-SMARTHOME,1484,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,10.0.5.86,10.0.5.220,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
_WS.MALFORMED,46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,10.0.5.220,224.0.0.251,0x0800,Smart Home
TPLINK-SMARTHOME,189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
TCP,54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
