Timestamp,Src_MAC,Dst_MAC,EtherType,Frame_Length,Label
1707517240.398121,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,977,Unknown
1707517240.400825,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x800,58,Unknown
1707517240.428966,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x800,283,Unknown
1707517240.450387,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x800,1147,Unknown
1707517240.474115,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517240.517384,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517240.538715,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x800,379,Unknown
1707517240.563926,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517240.565510,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517240.565526,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,68,Unknown
1707517240.570803,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517240.736541,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x806,42,Unknown
1707517240.737920,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,984,Unknown
1707517240.740696,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x806,42,Unknown
1707517240.742541,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,74,Unknown
1707517240.744930,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,58,Unknown
1707517240.747900,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517240.748741,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,243,Unknown
1707517240.764121,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517240.772247,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,278,Unknown
1707517240.832780,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517240.865521,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517240.942908,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x800,90,Unknown
1707517240.947107,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,126,Unknown
1707517240.999978,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x800,90,Unknown
1707517241.044673,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517241.044883,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517241.044988,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,74,Unknown
1707517241.048164,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517241.049350,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,58,Unknown
1707517241.050688,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517241.051481,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,214,Unknown
1707517241.152927,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517241.153957,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517241.283927,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517241.352419,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,125,Unknown
1707517241.776484,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517241.781324,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517241.781535,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,74,Unknown
1707517241.790016,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517241.790122,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,58,Unknown
1707517241.889321,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517241.904351,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517241.905051,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,243,Unknown
1707517241.927990,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517241.961533,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517242.108852,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,126,Unknown
1707517242.134558,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517242.170665,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517242.171837,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,74,Unknown
1707517242.173055,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517242.179787,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,58,Unknown
1707517242.191052,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517242.194668,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,214,Unknown
1707517242.255449,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517242.274063,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517242.277284,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,125,Unknown
1707517242.406829,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517242.407248,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517242.409220,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517242.411647,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517242.413009,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,74,Unknown
1707517242.415676,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,58,Unknown
1707517242.419213,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517242.419908,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,187,Unknown
1707517242.504856,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517242.511403,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517242.730985,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,129,Unknown
1707517242.819562,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,187,Unknown
1707517242.819765,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517242.819872,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517242.821080,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517242.821300,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,74,Unknown
1707517242.821939,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517242.824806,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517242.825497,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,58,Unknown
1707517242.826892,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517242.828377,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,187,Unknown
1707517242.927888,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517242.929485,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,129,Unknown
1707517243.005346,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517243.011704,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517243.012843,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517243.018135,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517243.120730,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517243.268233,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517244.388780,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,872,Unknown
1707517244.422387,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x800,219,Unknown
1707517244.458048,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517244.459063,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,97,Unknown
1707517244.459245,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517244.505323,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517244.527852,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517244.612485,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517244.621824,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x800,139,Unknown
1707517244.647819,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517244.650617,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x800,235,Unknown
1707517244.651854,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,255,Unknown
1707517244.662594,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517244.675631,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517244.681754,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x800,139,Unknown
1707517244.940478,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517247.366657,36:cd:80:d9:58:3d,33:33:00:00:00:02,0x86dd,70,Unknown
1707517247.836903,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,74,Unknown
1707517247.862790,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,74,Unknown
1707517247.869257,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517247.870658,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,583,Unknown
1707517247.896560,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517247.897540,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517247.897555,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517247.897564,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,735,Unknown
1707517247.917652,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517247.919003,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517247.938067,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517247.948796,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,192,Unknown
1707517247.974108,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,117,Unknown
1707517247.977131,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,757,Unknown
1707517248.052217,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517248.126285,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,227,Unknown
1707517248.231949,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517250.860509,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,97,Unknown
1707517250.860689,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517250.868924,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,97,Unknown
1707517250.868944,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517250.902636,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517250.903006,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517250.903186,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517250.903421,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517250.960975,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,97,Unknown
1707517250.961209,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517251.001852,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517251.002088,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517251.348493,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,97,Unknown
1707517251.412388,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517253.486794,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,591,Unknown
1707517253.487047,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,95,Unknown
1707517253.487588,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,76,Unknown
1707517253.490167,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,0x800,46,Unknown
1707517253.490420,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,74,Unknown
1707517253.491122,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,204,Unknown
1707517253.493908,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x800,543,Unknown
1707517253.495717,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,143,Unknown
1707517253.512875,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517253.514834,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,74,Unknown
1707517253.524121,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,390,Unknown
1707517253.535727,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x800,189,Unknown
1707517253.535935,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,74,Unknown
1707517253.536206,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,74,Unknown
1707517253.536288,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,74,Unknown
1707517253.537562,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,74,Unknown
1707517253.537783,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,74,Unknown
1707517253.539114,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.539331,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.542138,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,583,Unknown
1707517253.559941,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,74,Unknown
1707517253.561187,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,74,Unknown
1707517253.562053,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,74,Unknown
1707517253.562434,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,74,Unknown
1707517253.563179,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,74,Unknown
1707517253.565408,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,612,Unknown
1707517253.565845,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517253.567185,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517253.567200,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517253.567209,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,593,Unknown
1707517253.567683,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,74,Unknown
1707517253.567866,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,74,Unknown
1707517253.569205,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.569423,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.573885,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,583,Unknown
1707517253.574199,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,583,Unknown
1707517253.574261,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.574297,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.574330,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.574535,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.574593,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.577029,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,583,Unknown
1707517253.577091,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,583,Unknown
1707517253.580689,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,583,Unknown
1707517253.593324,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,74,Unknown
1707517253.593346,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,74,Unknown
1707517253.597606,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517253.597626,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517253.597683,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517253.597706,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517253.597716,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517253.598375,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1311,Unknown
1707517253.598414,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517253.598466,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517253.598475,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,735,Unknown
1707517253.603382,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517253.604054,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517253.604458,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517253.604473,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517253.604481,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,735,Unknown
1707517253.605035,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517253.605049,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517253.605058,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,735,Unknown
1707517253.606615,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517253.606653,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517253.606680,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517253.606695,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517253.607310,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1311,Unknown
1707517253.617527,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.619573,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.620578,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.620977,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,583,Unknown
1707517253.632132,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517253.633811,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,583,Unknown
1707517253.635133,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,481,Unknown
1707517253.637555,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,192,Unknown
1707517253.647471,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517253.648366,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517253.648381,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517253.648389,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,735,Unknown
1707517253.649578,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.649881,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.649940,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.649998,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.652834,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.653004,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.653294,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.653352,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.656546,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,192,Unknown
1707517253.659678,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517253.660604,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517253.660618,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517253.660627,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,735,Unknown
1707517253.661608,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,117,Unknown
1707517253.679853,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,237,Unknown
1707517253.679873,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517253.697309,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1311,Unknown
1707517253.703308,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,735,Unknown
1707517253.707419,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,192,Unknown
1707517253.732608,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,117,Unknown
1707517253.751446,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.751622,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.784813,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,192,Unknown
1707517253.788139,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x800,543,Unknown
1707517253.798825,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.799106,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.799165,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.799389,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.799446,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.800279,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.800497,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.800955,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,192,Unknown
1707517253.801015,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.801322,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.801382,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.801596,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,78,Unknown
1707517253.801655,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.801866,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.801923,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.802083,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,78,Unknown
1707517253.804241,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,1468,Unknown
1707517253.807066,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,1514,Unknown
1707517253.810203,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,117,Unknown
1707517253.810641,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,1454,Unknown
1707517253.810705,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,816,Unknown
1707517253.814045,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,192,Unknown
1707517253.815909,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,589,Unknown
1707517253.816087,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,192,Unknown
1707517253.817852,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,192,Unknown
1707517253.827677,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,237,Unknown
1707517253.827698,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517253.834744,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517253.838410,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.839402,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,117,Unknown
1707517253.840779,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,332,Unknown
1707517253.842023,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,117,Unknown
1707517253.843158,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,117,Unknown
1707517253.848496,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,302,Unknown
1707517253.869151,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517253.875542,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.875801,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517253.877298,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,1032,Unknown
1707517253.879333,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517253.883547,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,589,Unknown
1707517253.885498,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,600,Unknown
1707517253.888803,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,596,Unknown
